"TomCherry", 562.03, 220
"Morron", 2971.94, 696
"Frambuesa", 2028.93, 90
"Esparrago", 647.97, 192
"Mandarina", 23.33, 1110
"Tomate", 751.33, 981
"TomCherry", 556.24, 192
"Ajo", 903.86, 114
"Calabaza", 25.16, 768
"Tomate", 766.69, 1053
"Lechuga", 50.78, 1008
"Naranja", 13.55, 1050
"Sandia", 66.87, 810
"Lima", 1315.28, 194
"Kiwi", 418.08, 380
"Cereza", 984.03, 160
"Berenjena", 59.05, 708
"Lima", 1235.16, 232
"Morron", 2990.42, 690
"Pera", 151.51, 1140
"Palta", 446.03, 565
"Naranja", 14.25, 820
"Papa", 23.76, 1100
"Sandia", 54.72, 990
"Mandarina", 18.88, 960
"Palta", 502.79, 460
"Frutilla", 264.23, 336
"Frutilla", 312.23, 351
"Lima", 1200.82, 238
"Berenjena", 62.54, 618
"Ajo", 889.08, 103
"Naranja", 15.87, 970
"Pera", 134.60, 940
"Limon", 303.77, 707
"Mandarina", 21.83, 1030
"Higo", 2519.09, 89
"Mandarina", 9.05, 1030
"Pomelo", 51.79, 927
"Acelga", 20.94, 1062
"Champignon", 3682.43, 120
"Acelga", 23.44, 1053
"Naranja", 16.48, 1140
"Calabaza", 22.85, 944
"Naranja", 12.84, 840
"Pera", 150.82, 1000
"Rabanito", 193.63, 300
"Coliflor", 31.58, 600
"Durazno", 151.65, 704
"Banana", 71.66, 800
"Alcachofa", 131.43, 276
"Batata", 21.87, 1050
"Durazno", 247.76, 936
"Coliflor", 33.34, 530
"Zanahoria", 42.85, 552
"Choclo", 57.25, 345
"Palta", 1121.48, 448
"Pomelo", 42.54, 1017
"Calabaza", 24.38, 944
"Apio", 67.48, 258
"Morron", 2961.07, 546
"Cereza", 1058.66, 238
"Durazno", 265.89, 864
"Pepino", 38.27, 405
"Lima", 1065.95, 180
"Repollo", 7.22, 658
"Naranja", 10.80, 990
"Kinoto", 24.16, 222
"Acelga", 17.44, 918
"Lima", 1370.98, 170
"Frutilla", 332.49, 258
"Higo", 2446.84, 83
"Batata", 20.64, 930
"Palta", 515.76, 535
"Kinoto", 36.49, 206
"Manzana", 148.19, 960
"Papa", 21.13, 910
"Naranja", 8.25, 850
"Choclo", 58.78, 288
"Melon", 119.51, 400
"Frambuesa", 2074.77, 113
"Pera", 160.18, 970
"Frambuesa", 2097.35, 108
"Pera", 168.26, 810
"Banana", 63.04, 1120
"Kinoto", 31.17, 172
"Cebolla", 68.15, 944
"Lima", 1158.79, 182
"Lima", 960.71, 226
"Apio", 41.94, 258
"Frambuesa", 2072.40, 92
"Kiwi", 424.57, 332
"Calabaza", 25.93, 704
"Palta", 1181.67, 456
"Melon", 105.41, 340
"Uva", 693.67, 342
"Tomate", 713.25, 765
"Brocoli", 382.88, 424
"Palta", 482.24, 445
"Durazno", 144.22, 944
"Pomelo", 58.21, 936
"Lechuga", 47.35, 729
"Limon", 325.63, 700
"Kinoto", 21.85, 240
"Frambuesa", 2080.11, 96
"Morron", 2900.65, 624
"Frambuesa", 2009.07, 80
"Repollo", 7.73, 798
"Papa", 12.24, 820
"Pepino", 37.29, 415
"Lechuga", 37.50, 864
"Zanahoria", 39.92, 570
"Durazno", 200.25, 904
"Naranja", 13.79, 890
"Frambuesa", 2033.05, 105
"Berenjena", 64.79, 666
"Calabaza", 10.94, 688
"Limon", 341.56, 574
"Palta", 1197.30, 420
"Batata", 20.70, 880
"Morron", 2953.23, 630
"Frambuesa", 2009.69, 105
"Choclo", 52.19, 303
"Higo", 2487.63, 82
"Durazno", 155.58, 648
"Tomate", 729.85, 873
"Lechuga", 43.75, 891
"Acelga", 13.08, 720
"Lima", 1372.44, 214
"Lima", 1347.77, 182
"Banana", 59.56, 910
"Durazno", 183.71, 832
"Limon", 314.85, 826
"Rabanito", 234.18, 285
"Durazno", 156.22, 720
"Brocoli", 362.29, 336
"Higo", 2573.73, 107
"Pepino", 36.15, 485
"Papa", 13.50, 1110
"Calabaza", 20.85, 712
"Rabanito", 189.88, 351
"Acelga", 16.85, 1008
"Kinoto", 24.24, 206
"Zanahoria", 31.91, 558
"Frutilla", 298.39, 252
"Frutilla", 255.83, 351
"Esparrago", 649.02, 186
"Repollo", 8.37, 574
"Naranja", 16.09, 950
"Morron", 2920.20, 528
"Durazno", 271.20, 928
"Pomelo", 35.88, 801
"Sandia", 65.80, 999
"Champignon", 3598.69, 103
"Naranja", 23.43, 870
"Cebolla", 66.06, 888
"Morron", 2824.66, 492
"Sandia", 47.43, 945
"Pera", 140.79, 1100
"Batata", 20.06, 1200
"Lechuga", 49.84, 963
"Lima", 1033.44, 170
"Naranja", 8.03, 960
"Rabanito", 228.70, 297
"Uva", 676.40, 357
"TomCherry", 584.42, 176
"Rabanito", 256.71, 276
"Lima", 1389.36, 180
"Acelga", 24.08, 738
"Cereza", 1042.24, 206
"Mandarina", 21.63, 950
"Palta", 1141.76, 376
"Zanahoria", 30.60, 630
"Repollo", 6.34, 735
"Tomate", 783.83, 900
"Lima", 1344.57, 174
"Pomelo", 52.16, 738
"Esparrago", 577.38, 192
"Kiwi", 410.31, 468
"Durazno", 261.51, 728
"Uva", 701.19, 306
"Durazno", 186.58, 936
"Kinoto", 29.32, 190
"Melon", 100.95, 352
"Brocoli", 332.94, 376
"Pomelo", 53.98, 792
"Durazno", 165.22, 712
"Esparrago", 629.54, 174
"Durazno", 276.91, 832
"TomCherry", 540.22, 204
"Repollo", 4.65, 574
"Kinoto", 41.06, 210
"Ciruela", 950.99, 810
"Berenjena", 68.60, 552
"Higo", 2525.79, 105
"Calabaza", 22.00, 840
"Zanahoria", 34.52, 552
"Calabaza", 24.98, 912
"Ciruela", 990.13, 891
"Choclo", 50.67, 351
"Coliflor", 37.13, 530
"Zanahoria", 28.89, 702
"Berenjena", 57.39, 666
"Durazno", 137.96, 656
"Esparrago", 650.62, 192
"Kiwi", 419.19, 416
"Durazno", 160.92, 736
"Morron", 2980.20, 654
"Mandarina", 18.08, 1050
"Banana", 52.05, 950
"Pomelo", 52.54, 1008
"Calabaza", 23.20, 960
"Morron", 2943.18, 570
"Ajo", 876.59, 99
"Champignon", 3623.57, 95
"Acelga", 23.43, 1017
"Banana", 71.01, 1110
"Sandia", 59.90, 855
"Lima", 1393.05, 204
"Acelga", 15.92, 738
"Acelga", 19.28, 729
"Pomelo", 61.13, 1008
"Kiwi", 442.42, 324
"Lima", 1243.69, 190
"Pepino", 30.65, 585
"Mandarina", 12.82, 1030
"Frambuesa", 2014.01, 87
"Lechuga", 43.02, 837
"Durazno", 132.90, 784
"Repollo", 7.41, 665
"Rabanito", 237.03, 309
"Rabanito", 222.96, 279
"Apio", 64.03, 345
"Mandarina", 18.05, 810
"Mandarina", 27.09, 1200
"Alcachofa", 148.22, 306
"Apio", 53.56, 249
"Zanahoria", 35.85, 672
"Repollo", 5.48, 637
"Ajo", 900.49, 102
"Cebolla", 67.38, 688
"Acelga", 18.81, 792
"Manzana", 156.03, 1030
"Lima", 1195.49, 220
"Frambuesa", 1985.51, 115
"Berenjena", 54.52, 666
"Zuccini", 69.28, 600
"Pera", 147.08, 1080
"Ajo", 947.65, 106
"Durazno", 133.57, 920
"Banana", 74.37, 830
"Pepino", 32.10, 455
"Acelga", 20.57, 963
"Coliflor", 33.57, 430
"Papa", 13.11, 1050
"Acelga", 25.51, 828
"Lima", 1315.34, 166
"Repollo", 5.43, 756
"Palta", 1102.94, 368
"Manzana", 148.93, 1060
"Berenjena", 58.60, 636
"Alcachofa", 136.81, 273
"Durazno", 269.73, 872
"TomCherry", 561.54, 186
"Acelga", 17.07, 828
"Palta", 481.42, 470
"Manzana", 119.88, 920
"Naranja", 13.32, 1010
"Alcachofa", 145.67, 258
"Zanahoria", 42.34, 630
"Lima", 1337.90, 168
"Choclo", 46.01, 249
"Pera", 127.56, 1190
"Calabaza", 14.81, 896
"Morron", 2991.74, 624
"Durazno", 184.35, 656
"Zanahoria", 33.60, 696
"Esparrago", 635.28, 164
"Kinoto", 34.77, 220
"Acelga", 27.53, 936
"Frutilla", 275.91, 318
"Zuccini", 91.25, 648
"Naranja", 18.77, 1180
"Limon", 298.24, 749
"Acelga", 24.42, 1071
"Durazno", 149.53, 848
"Repollo", 3.13, 700
"Palta", 1222.48, 460
"Palta", 1125.81, 428
"Kiwi", 433.83, 376
"Higo", 2544.99, 95
"Morron", 2868.41, 528
"Rabanito", 217.57, 354
"Esparrago", 588.38, 176
"Palta", 1120.07, 340
"Repollo", 4.85, 756
"Choclo", 65.42, 342
"Frutilla", 272.68, 252
"Ajo", 916.79, 109
"Ajo", 909.66, 81
"Papa", 20.64, 1110
"Palta", 1210.60, 380
"Banana", 64.88, 1060
"Limon", 331.45, 665
"Berenjena", 53.57, 618
"Durazno", 142.28, 648
"Lima", 1215.90, 168
"Cebolla", 68.94, 888
"Kiwi", 425.79, 428
"Lima", 1358.86, 240
"Tomate", 725.54, 954
"Zuccini", 83.64, 576
"Mandarina", 26.72, 890
"Champignon", 3643.67, 104
"Palta", 495.44, 510
"Papa", 19.03, 1100
"Pera", 160.36, 880
"Durazno", 252.37, 768
"Papa", 12.80, 1060
"Manzana", 148.34, 890
"Durazno", 180.46, 944
"Batata", 12.26, 1090
"Zanahoria", 34.08, 678
"Melon", 95.05, 328
"Ciruela", 979.94, 864
"Durazno", 162.76, 864
"Esparrago", 672.56, 236
"Ciruela", 875.71, 774
"Limon", 337.67, 602
"Lechuga", 46.03, 990
"Kiwi", 409.03, 428
"Palta", 458.48, 420
"Morron", 3001.72, 504
"Batata", 24.49, 870
"Durazno", 155.22, 800
"Sandia", 56.25, 1017
"Limon", 363.96, 630
"Limon", 357.56, 742
"Pepino", 34.53, 570
"Banana", 76.74, 800
"Kiwi", 442.71, 456
"Apio", 53.47, 342
"Morron", 2833.03, 606
"Berenjena", 57.48, 540
"Caqui", 822.20, 106
"Pera", 141.67, 900
"Tomate", 732.28, 990
"Zanahoria", 25.31, 546
"Calabaza", 30.19, 920
"Naranja", 12.33, 1150
"Zanahoria", 26.34, 570
"Calabaza", 25.91, 808
"Calabaza", 15.53, 664
"Frutilla", 312.37, 348
"Cereza", 1013.13, 222
"Lima", 1063.97, 234
"Morron", 2979.00, 540
"Alcachofa", 148.29, 303
"Kiwi", 410.18, 352
"Banana", 84.24, 1070
"Zanahoria", 36.56, 612
"Higo", 2473.77, 103
"Papa", 19.34, 950
"Kinoto", 42.53, 236
"Coliflor", 30.04, 450
"Durazno", 167.83, 808
"Zanahoria", 32.04, 696
"TomCherry", 526.62, 172
"Caqui", 850.91, 89
"Palta", 1165.05, 412
"Kiwi", 444.77, 356
"Ajo", 873.42, 98
"Durazno", 278.67, 712
"Coliflor", 31.81, 400
"Higo", 2455.13, 107
"Palta", 1158.03, 372
"Rabanito", 214.18, 339
"Brocoli", 384.83, 480
"Coliflor", 33.49, 450
"Pera", 149.28, 940
"Pepino", 43.21, 495
"Acelga", 25.22, 954
"Manzana", 147.00, 1020
"Tomate", 727.74, 972
"Pepino", 50.65, 500
"Zanahoria", 35.66, 660
"Ajo", 916.85, 97
"Naranja", 13.16, 990
"Apio", 44.36, 264
"Cebolla", 79.21, 728
"Choclo", 68.75, 312
"Coliflor", 25.15, 530
"Mandarina", 29.16, 1030
"Champignon", 3621.32, 96
"Durazno", 281.29, 760
"Acelga", 27.60, 792
"Pera", 162.87, 1120
"Palta", 505.88, 525
"Pepino", 39.97, 480
"Lima", 1359.44, 228
"TomCherry", 579.54, 198
"Kiwi", 447.59, 432
"Ciruela", 981.37, 927
"Durazno", 167.84, 752
"Durazno", 246.41, 752
"Calabaza", 20.08, 784
"Durazno", 123.83, 648
"Manzana", 142.81, 1080
"Zuccini", 78.55, 696
"Manzana", 137.83, 1010
"Caqui", 840.37, 82
"Morron", 2912.94, 588
"Brocoli", 387.85, 396
"Ajo", 910.27, 94
"Melon", 107.80, 324
"Banana", 62.77, 870
"Rabanito", 227.69, 342
"Mandarina", 20.10, 1070
"Limon", 331.17, 644
"Papa", 19.22, 960
"Lima", 1147.80, 218
"Higo", 2472.49, 118
"Zuccini", 92.40, 696
"Lechuga", 35.96, 981
"Morron", 2927.99, 684
"TomCherry", 545.66, 216
"Choclo", 49.93, 267
"Lima", 1394.16, 184
"Lima", 1210.37, 196
"Repollo", 6.82, 588
"Rabanito", 234.98, 252
"Banana", 65.77, 810
"Manzana", 146.83, 1020
"Pera", 139.74, 1080
"Naranja", 12.40, 800
"Sandia", 55.49, 900
"Manzana", 145.38, 1060
"Calabaza", 18.65, 856
"Lima", 1384.92, 230
"Frutilla", 278.28, 327
"Tomate", 782.54, 1008
"Lima", 1202.58, 182
"Pomelo", 55.19, 774
"Batata", 15.60, 990
"Morron", 2891.06, 606
"Alcachofa", 128.99, 246
"Lima", 987.55, 182
"Pepino", 36.53, 425
"Palta", 1113.94, 448
"Palta", 534.56, 580
"Champignon", 3655.98, 81
"Sandia", 65.37, 1053
"Zuccini", 101.41, 540
"TomCherry", 564.98, 184
"Sandia", 52.63, 999
"Durazno", 145.17, 752
"Zanahoria", 43.10, 600
"Frutilla", 283.82, 285
"Lima", 999.83, 224
"Naranja", 15.73, 900
"Papa", 18.61, 1150
"Melon", 114.03, 388
"Coliflor", 33.26, 400
"Calabaza", 23.45, 952
"Uva", 663.34, 255
"Choclo", 53.33, 306
"Papa", 9.92, 880
"Zuccini", 83.87, 534
"Tomate", 760.06, 873
"Apio", 54.68, 303
"Ciruela", 946.68, 801
"Calabaza", 20.67, 808
"Sandia", 57.10, 936
"Papa", 22.84, 1180
"Frutilla", 301.98, 339
"Pera", 146.65, 940
"Palta", 458.33, 510
"Mandarina", 28.61, 1180
"Papa", 16.36, 860
"Lima", 1360.80, 212
"Zanahoria", 33.57, 636
"Zuccini", 82.03, 486
"Melon", 101.52, 352
"Repollo", 6.47, 658
"TomCherry", 554.80, 192
"Coliflor", 30.36, 535
"Acelga", 16.72, 864
"Zanahoria", 32.46, 666
"Pomelo", 43.62, 864
"Melon", 101.30, 340
"Banana", 65.57, 1140
"Caqui", 833.05, 98
"Esparrago", 631.22, 218
"Manzana", 137.10, 910
"Alcachofa", 151.17, 330
"Kiwi", 443.45, 460
"Berenjena", 56.76, 540
"Lima", 1038.91, 190
"Limon", 316.53, 574
"Banana", 55.20, 820
"Cereza", 996.08, 196
"Brocoli", 320.39, 424
"Champignon", 3537.89, 99
"Brocoli", 365.43, 404
"Durazno", 158.66, 648
"Lechuga", 44.09, 1035
"Calabaza", 20.31, 832
"Kiwi", 460.71, 468
"Palta", 1156.94, 424
"Mandarina", 13.66, 880
"Coliflor", 28.88, 575
"Mandarina", 12.66, 1090
"Limon", 309.88, 742
"Kinoto", 29.67, 224
"Pepino", 42.25, 565
"Pepino", 42.29, 490
"Durazno", 303.35, 680
"Apio", 51.99, 345
"Cereza", 970.62, 214
"Zuccini", 84.49, 714
"Lima", 1184.44, 222
"Frambuesa", 2031.13, 117
"Alcachofa", 151.93, 273
"Papa", 5.69, 960
"Naranja", 16.50, 890
"Ciruela", 967.60, 792
"Durazno", 288.69, 720
"Tomate", 757.13, 963
"Pera", 140.91, 980
"Banana", 59.93, 1150
"Lechuga", 41.72, 774
"Uva", 708.88, 327
"Berenjena", 53.02, 504
"Champignon", 3576.74, 116
"Limon", 314.42, 693
"Pepino", 38.97, 555
"Berenjena", 54.30, 696
"Frambuesa", 2068.57, 101
"Mandarina", 20.93, 1150
"Melon", 111.87, 348
"Frambuesa", 2116.76, 98
"Lechuga", 35.25, 1008
"Lima", 1313.58, 210
"Sandia", 41.25, 846
"Palta", 464.57, 415
"Higo", 2618.85, 82
"Naranja", 13.99, 1070
"Calabaza", 22.73, 840
"Acelga", 23.86, 1017
"Acelga", 23.08, 927
"Higo", 2501.90, 80
"Mandarina", 28.64, 890
"Durazno", 176.67, 688
"Rabanito", 224.42, 264
"Palta", 1123.44, 432
"Melon", 131.80, 412
"Frambuesa", 2059.50, 87
"Durazno", 152.15, 848
"Alcachofa", 116.55, 360
"Calabaza", 25.32, 776
"Lima", 1387.22, 204
"Lima", 1455.85, 190
"Kiwi", 402.19, 356
"Mandarina", 26.35, 1180
"Durazno", 150.33, 960
"Esparrago", 639.89, 188
"Durazno", 251.18, 808
"Mandarina", 17.01, 1030
"Zanahoria", 35.11, 594
"Melon", 93.69, 400
"Durazno", 185.73, 960
"Caqui", 826.37, 99
"Banana", 54.52, 1110
"Alcachofa", 129.70, 246
"Zuccini", 82.22, 504
"Lima", 1008.57, 230
"Naranja", 10.45, 1110
"Lima", 1072.62, 224
"Apio", 54.68, 267
"Uva", 723.18, 291
"Palta", 1058.09, 408
"Kiwi", 455.35, 448
"Ciruela", 954.81, 846
"Caqui", 805.25, 100
"Zuccini", 102.38, 600
"Zanahoria", 42.36, 660
"Uva", 726.15, 324
"Lima", 1334.72, 212
"Caqui", 864.95, 90
"Alcachofa", 145.89, 291
"Coliflor", 26.78, 405
"Durazno", 128.10, 808
"Rabanito", 214.15, 255
"Naranja", 22.39, 980
"Morron", 3075.77, 504
"Morron", 2925.42, 564
"Kiwi", 430.95, 472
"Durazno", 138.03, 832
"Apio", 66.27, 294
"Zuccini", 77.86, 570
"Frutilla", 241.59, 267
"Tomate", 791.04, 783
"Frambuesa", 2085.43, 112
"Kiwi", 406.28, 396
"Pera", 151.09, 920
"Palta", 524.75, 540
"Uva", 738.78, 285
"Rabanito", 216.33, 273
"Kinoto", 37.43, 174
"Durazno", 146.51, 712
"Higo", 2489.36, 103
"Lima", 1402.72, 222
"Palta", 480.86, 410
"Banana", 69.83, 1050
"Zuccini", 98.96, 528
"Repollo", 8.02, 714
"Brocoli", 359.36, 332
"Frutilla", 262.27, 261
"Acelga", 20.59, 1044
"Sandia", 64.52, 828
"Acelga", 24.76, 801
"Uva", 684.67, 249
"Champignon", 3628.34, 97
"Lima", 1009.66, 236
"Berenjena", 47.84, 666
"Banana", 63.16, 1130
"Durazno", 277.43, 792
"Lima", 1346.81, 178
"Tomate", 727.16, 999
"Durazno", 189.23, 920
"Rabanito", 203.21, 261
"Sandia", 56.14, 1008
"Calabaza", 12.63, 952
"Naranja", 12.70, 1140
"Zanahoria", 30.12, 528
"Lechuga", 38.51, 738
"Sandia", 56.91, 738
"Durazno", 291.62, 800
"Mandarina", 27.09, 1030
"Ajo", 884.64, 95
"Zanahoria", 25.54, 612
"Mandarina", 23.18, 810
"Choclo", 73.93, 339
"Naranja", 14.71, 920
"Lima", 1199.62, 188
"Calabaza", 19.65, 736
"Champignon", 3539.45, 108
"Sandia", 59.35, 828
"Calabaza", 20.89, 848
"Apio", 61.73, 294
"Rabanito", 238.31, 354
"Cebolla", 71.34, 792
"Banana", 79.19, 920
"Mandarina", 13.29, 990
"Kinoto", 38.80, 220
"Tomate", 767.60, 819
"Esparrago", 651.70, 196
"Banana", 70.76, 1130
"Palta", 1148.97, 396
"Palta", 1165.35, 320
"Champignon", 3586.86, 90
"Ciruela", 931.76, 1053
"Pera", 148.94, 950
"Rabanito", 217.66, 303
"Lechuga", 42.50, 927
"Morron", 2942.98, 498
"Pera", 163.45, 1100
"Apio", 60.59, 360
"Mandarina", 14.06, 840
"Caqui", 851.52, 116
"Morron", 2914.49, 582
"Alcachofa", 156.05, 309
"Durazno", 141.34, 824
"Choclo", 56.07, 306
"Morron", 2979.31, 594
"Cebolla", 72.51, 784
"Kinoto", 26.73, 214
"Brocoli", 377.22, 400
"Melon", 120.21, 456
"Lima", 1385.62, 160
"Champignon", 3624.40, 105
"Coliflor", 29.58, 525
"Papa", 17.59, 1150
"Lima", 1375.81, 172
"Acelga", 26.52, 819
"Papa", 15.21, 810
"Zanahoria", 22.41, 492
"Repollo", 6.42, 686
"Lima", 1040.58, 238
"Esparrago", 620.61, 190
"Tomate", 784.83, 837
"Lima", 1028.85, 214
"Coliflor", 28.54, 580
"Pepino", 41.19, 450
"Pera", 130.34, 1080
"Kiwi", 439.51, 392
"Cebolla", 67.38, 832
"Zanahoria", 34.81, 588
"Lima", 1348.89, 238
"Berenjena", 49.35, 504
"Ciruela", 923.48, 720
"Zuccini", 89.48, 528
"Kiwi", 456.93, 376
"Kinoto", 40.21, 204
"Durazno", 128.50, 848
"Choclo", 55.87, 345
"Durazno", 265.10, 888
"Champignon", 3554.97, 88
"Durazno", 130.32, 824
"Sandia", 47.38, 1080
"Apio", 50.96, 240
"Palta", 494.07, 465
"Esparrago", 624.93, 206
"Mandarina", 25.72, 1080
"Pepino", 37.05, 585
"Berenjena", 49.73, 678
"Higo", 2476.23, 93
"Morron", 2829.72, 654
"Palta", 471.49, 560
"Coliflor", 27.99, 515
"Apio", 73.74, 351
"Manzana", 155.69, 830
"Mandarina", 19.26, 1070
"Durazno", 183.31, 920
"Tomate", 731.56, 792
"Repollo", 6.19, 756
"Alcachofa", 152.47, 243
"Frutilla", 305.22, 336
"Papa", 18.51, 990
"Esparrago", 631.88, 236
"Acelga", 27.97, 828
"Kiwi", 416.43, 328
"Sandia", 64.67, 900
"Lima", 1384.33, 190
"TomCherry", 549.27, 160
"Calabaza", 15.32, 800
"Caqui", 858.66, 88
"Kiwi", 427.36, 464
"Melon", 99.71, 408
"Naranja", 18.11, 1030
"Naranja", 16.89, 1130
"Kinoto", 23.10, 236
"Pomelo", 46.70, 1026
"Ciruela", 962.47, 954
"Lima", 1206.01, 218
"Melon", 99.19, 476
"Lima", 1188.12, 212
"Lima", 954.59, 180
"Pera", 168.74, 910
"Coliflor", 35.71, 585
"Palta", 1170.75, 416
"Rabanito", 219.32, 309
"Alcachofa", 138.17, 342
"Cebolla", 54.94, 744
"Pepino", 25.01, 430
"Cebolla", 66.58, 664
"Coliflor", 31.07, 530
"Choclo", 54.20, 291
"Lima", 1386.12, 178
"Alcachofa", 145.40, 285
"TomCherry", 576.40, 234
"Naranja", 13.04, 950
"Batata", 14.51, 960
"Rabanito", 216.29, 336
"Banana", 70.07, 980
"Caqui", 828.31, 101
"Choclo", 51.50, 261
"TomCherry", 555.72, 204
"Morron", 2925.04, 492
"Pepino", 37.58, 560
"Calabaza", 20.85, 776
"Palta", 475.94, 550
"Caqui", 864.18, 110
"Melon", 95.06, 408
"Banana", 64.24, 900
"Lima", 1191.36, 230
"Cebolla", 61.44, 840
"Frutilla", 281.23, 336
"Higo", 2452.19, 88
"Zuccini", 64.99, 678
"Calabaza", 31.35, 648
"Choclo", 57.38, 267
"Palta", 1144.97, 364
"Durazno", 157.62, 664
"Choclo", 53.78, 264
"Limon", 317.66, 756
"Zuccini", 95.78, 576
"Tomate", 724.80, 963
"Mandarina", 18.23, 1110
"Brocoli", 330.31, 360
"Pera", 156.57, 810
"Calabaza", 35.98, 776
"Choclo", 60.83, 249
"Berenjena", 55.96, 522
